,function,docstring,file_name,id,label
2,"private void giveBirth(List<Animal> newRabbits)
    {
        // New rabbits are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Rabbit young = new Rabbit(false, field, loc);
            newRabbits.add(young);
        }
    }","Check whether or not this rabbit is to give birth at this step.
New births will be made into free adjacent locations.
@param newRabbits A list to return newly born rabbits.",Rabbit.java,396.0,3
3,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Rabbit.java,396.0,3
4,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }","A rabbit can breed if it has reached the breeding age.
@return true if the rabbit can breed, false otherwise.",Rabbit.java,396.0,3
0,"public void act(List<Animal> newSharks)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            if (getGender() == 'f') {
                giveBirth(newSharks);  
            }
            move(); 
            becomeInfected();
            checkInfection();
        }
    }","This is what the shark does most of the time: it hunts for
plankton. In the process, it might breed, die of: hunger, old age
or disease.

@param newSharks A list to return newly born sharks.",Shark.java,396.0,3
1,"public Class getClassToEat() {
        return CLASS_TO_EAT;
    }",@return CLASS_TO_EAT The class that sharks eat.,Shark.java,396.0,3
2,"public int getMaxAge()
    {
        return MAX_AGE;
    }",@return MAX_AGE The maximum age of sharks.,Shark.java,396.0,3
3,"public int getFoodValue()
    {
        return FOOD_VALUE;
    }",@return FOOD_VALUE The value that the shark's food level gets set to when it eats.,Shark.java,396.0,3
4,"public double getBreedingProbability() {
        return BREEDING_PROBABILITY;
    }",@return BREEDING_PROBABILITY The probability that the shark breeds.,Shark.java,396.0,3
5,"public int getBreedingAge() {
        return BREEDING_AGE;        
    }",@return BREEDING_AGE The minimum age a shark has to be to breed.,Shark.java,396.0,3
6,"public int getMaxLitterSize() {
        return MAX_LITTER_SIZE;
    }",@return MAX_LITTER_SIZE The maximum number of children a shark can produce when breeding.,Shark.java,396.0,3
7,"public Animal createNewAnimal(Field field, Location loc) {
        Shark newShark = new Shark(false, field, loc);
        return newShark;
    }","Creates a new shark object and returns it.

@param field The field where the new shark is placed.
@param loc The location where the new shark is placed.

@return newShark The new shark object created.",Shark.java,396.0,3
8,"public void nightBehaviour(List<Animal> newAnimals) {
        incrementAge();
        incrementHunger();
    }","At night, sharks do not move but they still become hungry and age.

@param newAnimals List to store new animals created.",Shark.java,396.0,3
0,"public static Random getRandom()
    {
        if(useShared) {
            return rand;
        }
        else {
            return new Random();
        }
    }","Provide a random generator.
@return A random object.",Randomizer.java,396.0,3
1,"public static void reset()
    {
        if(useShared) {
            rand.setSeed(SEED);
        }
    }","Reset the randomization.
This will have no effect if randomization is not through
a shared Random generator.",Randomizer.java,396.0,3
0,"public void act(List<Animal> newWhales)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            if (getGender() == 'f') {
                giveBirth(newWhales);
            }          
            move();  
            becomeInfected();
            checkInfection();
        }
    }","This is what the whale does most of the time: it hunts for
shrimp. In the process, it might breed, die of: hunger, old age
or disease.

@param newWhales A list to return newly born whales.",Whale.java,396.0,3
1,"public Class getClassToEat() {
        return CLASS_TO_EAT;
    }",@return CLASS_TO_EAT The class that whales eat.,Whale.java,396.0,3
2,"public Animal createNewAnimal(Field field, Location loc) {
        Whale newWhale = new Whale(false, field, loc);
        return newWhale;
    }","Creates a new whale object and returns it.

@param field The field where the new whale is placed.
@param loc The location where the new whale is placed.

@return newWhale The new whale object created.",Whale.java,396.0,3
3,"public double getBreedingProbability() {
        return BREEDING_PROBABILITY;
    }",@return BREEDING_PROBABILITY The probability that the whale breeds.,Whale.java,396.0,3
4,"public int getBreedingAge() {
        return BREEDING_AGE;        
    }",@return BREEDING_AGE The minimum age a whale has to be to breed.,Whale.java,396.0,3
5,"public int getMaxLitterSize() {
        return MAX_LITTER_SIZE;
    }",@return MAX_LITTER_SIZE The maximum number of children a whale can produce when breeding.,Whale.java,396.0,3
6,"public int getMaxAge() {
        return MAX_AGE;
    }",@return MAX_AGE The maximum age of whales.,Whale.java,396.0,3
